reviewerID,asin,overall,Screen,Design,Protection,Price_Quality,Power_Charging,Audio,clean_text,Camera,Bluetooth_Features,Signal_Strength,Voice_Calls,Customer_Service,Return_Policy,Overall_Experience,Signal_Range,Connection_Frequency,Battery_Life,Visibility,Microphone,User_Experience,Durability,Reliability,Belt_Clip,Blue_Light_Impact,Quality,Wind_Resistance,Bluetooth_Connectivity,Noise_Cancellation,Overall
A3D1F28RDA23QA,B0009W8DL2,4,0.0,0.0,0.0,0.0,0.0,0.9,great addition to a mobile phone i am using the jabra bt350 with a sony ericsson k750i this works like a charm it took a while to set up problems with resetting my phone but once i synced the two devices i have not had any problems the sound quality is superb and the functions are outstanding they include vibrating alert i ve turned it off call accept and call decline much needed it also allows you the opportunity to automatically call the last number dialed the voice dialing also works great i was not able to record the name through the bt350 but once recorded the phone recognized the name when spoken through the bt350 an addition the battery life is great i have not had to recharge it in a while all and all this is a great choice for a handsfree set to be used with a mobile phone,,,,,,,,,,,,,,,,,,,,,,
A3G05IEEQP0LHM,B0009W8DLC,4,0.0,0.0,0.0,0.0,0.0,-0.3,good bluetooth it works great the only issue for me is that the volume cannot go up very high this is my first bluetooth so i can t compare it with others maybe all bluetooths have a pretty low maximum volume reception and battery life are great,,,,,,,,,,,,,,,,,,,,,,
A2V7EO331SFUF6,B0009W8DLC,1,0.0,0.7,0.0,-0.4,-0.6,0.3,nice design marred by some glitches first unit had to be replaced after 3 weeks use updated good battery life very comfortable choice of two ear bud tips plus extras easy to use minimal bling appeal blue light is not obtrusive first unit failed charger headset buggy after only 3 weeks use jabra support is lackluster ugly shiny mic piece photo on amazon is not accurate see customer images after three weeks of use it stopped charging from the ac adapter it dropped audio connections while dialing or after 20 minutes of conversation replacement unit has also exhibited this but less contacted jabra about the charging issue they required that i a return the headset under an rma and then they will b send me a new one after less than a month of use i found another way to get a replacement boomerang purchase at a local chain tronics store on the plus side it lasts on standby for a few days vice a few hours like my sony bt headset does it fits around my ear and comfortably in my ear very easily the loop is soft rubber so no sharp or rigid plastic is clamping on your outer ear if the sound is not quite loud enough the volume controls are easy to find by touch but this in ear speaker can only blast so much the earbud can be gently pressed in to form a seal and is easier to hear this way sound is so so some callers have told me they can t hear me if there s ambient sound music wind or cars nearby in all better than average but this is the second jabra product that s crapped out on me so be wary i recommend always owning a wired headset as a backup and particularly for business or important personal use july 2008 update i ve now used this for 2 years and can give it a much better review the unit has held up well though the tip broke and had to be glued back it still holds several hours charge where my old sony headset now lasts one 10 minute conversation and dies the shape weight and ergonomic fit are so unobtrusive that i ve had some companions remind me i m still wearing it after hanging up on a call although i didn t like the shiny bling microphone tip i ve now softened on this design the bt500 is still more attractive and less attention getting than others because i have a headset at work and my new car has a handsfreelink feature i use this unit at home and after two years it still works great i recommend this headset without reservation disclosure i use this with a nokia 6682 and have not tested it with other phone models,,,,,,,,,,,,,,,,,,,,,,
A3MQS2KZCUM1IZ,B0009W8DLC,2,0.0,0.0,0.0,0.0,0.0,-0.8,good concept this earpiece was a great idea but the main issue with it is that it has no noise reduction and that it begins to crackle too easily when my arm or body part gets in between it and the phone some may say that s normal but no there are plenty motorolas and sony erricsons that have stronger connectivity that don t crackle as easy when obstructed so don t buy into that line,,,,,,,,,,,,,,,,,,,,,,
A1FHWJ7EFO3E3U,B0009W8DLC,4,0.0,0.8,0.0,0.9,0.0,0.9,beats the motorola i had this headset fits so comfortably on my ear and i especially like that i can use either ear i can hear so much better with the jabra than the expensive motorola headset i had that was always falling off my ear in fact i was using the motorola talking with my son in a lot of pain and needing help when i turned my head it fell off and out of reach my son called an ambulance when he could no longer hear me my elderly mom says she can hear me better on this headset too spring 2007 and this item stopped working i m irritated that it didn t last longer,,,,,,,,,,,,,,,,,,,,,,
A13PJOSPMW65CW,B0009W8DLC,1,0.0,0.0,0.0,-0.8,-0.9,0.0,stopped accepting a charge i used it for less than a week and charged it 3 times on the fourth try the green light disappeared and it wouldn t turn on i bought this because i loved the jabra 250 and i still use it as a matter of fact i was just really disappointed that something like this for the price i paid for it would just stop working for no good reason i should ve bought the plantronics don t waste your money on this,,,,,,,,,,,,,,,,,,,,,,
A1HTUFGNPKRYZY,B0009W8DLC,5,0.0,0.8,0.0,0.7,0.0,0.9,comfortable and works well very comfortable to wear good reception price of 22 plus shipping was unreal i prefer this style over the star trek earpieces but this one s boom mic extends further out from the ear than other models in this series,,,,,,,,,,,,,,,,,,,,,,
A2RYO45PFJVLB9,B0009W8DLC,4,0.0,0.7,0.0,0.0,0.0,-0.4,jabra bt500 vs plantronics voyager 510 i ve been comparing 8 different headsets the jabra bt500 and the plantronics voyager 510 are both at the top i also liked the samsung wep200 but it s a different style so i won t compare it here i work in a noisy construction environment and drive a noisy construction van so background noise is a huge issue plus i need the headset to stay put even when i m lying on the ground sideways etc this over and behind the ear style works well for me i tested all 8 headsets by pairing two at a time and putting one in each ear then switching between them while on the same call this let me and the caller compare the sound quality equally from both sides of the call in a nutshell the jabra bt500 wins on function and the plantronics 510 wins on sound quality given that background noise is such a big issue for me i have to go with the 510 the bt500 has better designed buttons that both feel and work better but the sound problems are 1 the bt500 always sounds slightly more muffled even in a quiet environment 2 the bt500 has the mic so close to your face that it often touches and makes noise especially when trying to use a button and 3 in a noisy environment the plantronics 510 wins hands down with the kind of background noise i get i couldn t use the jabra bt500 i have to go with the plantronics voyager 510 and all the other issues have to take a back seat to the sound for those that would use this in a quiet environment i can say that the sound quality is only slightly worse than the 510 and may not outweigh the better function of the bt500,,,,,,,,,,,,,,,,,,,,,,
ANF5BP1SD3Z3O,B0009W8DLC,4,0.0,0.8,0.0,0.0,0.0,0.9,works and comfortable i had a motorola bluetooth headset i felt like lt uhura with a giant ear piece in startrek i had a hard time keepig it in and after 20 mintues it hurt my ear it came with my accessory kit in one box with the car charger and case so i just used it and grumbled but when my toddler flushed it i got the jabra as a replacement i love it it works and stays in my ear feels comfortable even after 3 4hours in my ear i use it only when i drive and i have used the voice dial and it works perfectly i set the voice commands using the headset and it works when i set them without using the headset it did not work well great little device,,,,,,,,,,,,,,,,,,,,,,
A3H5L0UHVTW3CS,B0009W8DLC,2,0.0,0.3,0.0,-0.8,0.0,-0.9,no significant improvements from bt250 i bought it expecting it to be much better than the one i ve had for almost two years now big disappointment the static i used to get from the bt250 has not gone away especially when i have my phone in my left pocket of my pants and the headset on my right ear also people tell me my voice sounds remote like i am in a room this is not acceptable i am going back to bestbuy to return it why pay 120 if there s no added value no doubt it wraps around your ear very snug unlike the motorola headsets but there s virtually no improvements compared to bt250 and let me guess the next jabra model would be bt500v for vibrate i can tell you now i ain t buying that one either i guess it ll be a while before someone comes up with a headset that s not static y but i m willing to wait roumen,,,,,,,,,,,,,,,,,,,,,,
A36FE3ZJG8AZJ8,B000A1329U,1,-1.0,-0.3,-0.8,-0.9,0.0,-0.7,worst phone i have ever owned i hate this phone i was drawn to it by it s appearance and size but what a horrible dissapointment i had to get motorola mobile tools and hack the volume so i could hear it the loudest default setting is just too low the display is impossible to see outside in bright light i detest it that it has such a poor means of displaying missed calls if the same caller has attempted to reach you multiple times it displays the last call time only i just returned this phone for a replacement because of dust under the display screen i was told that it is a known issue but that my replacement phones warranty will expire this month at the same time as the original that i purchased,,,,,,,,,,,,,,,,,,,,,,
A1R76R4E6A8S3B,B000A1329U,4,0.0,0.0,0.0,0.0,0.0,0.3,great phone bluetooth tip i think just about every pat of this phone has already been written about this is a great phone with a pretty intuitive interface though that doesn t go for the verizon version from what i ve seen the one downside is that call volume could stand to be louder especially if one is in a crowded area a bluetooth headset effectively eliminates this problem speaking of bluetooth i was supremely impressed by how open cingular left the bluetooth options again the verizon interface differs in this respect you re able to transfer any wallpaper ringtones and videos on and off with ease the only hurdle is pairing the phone for the first time the trick is to initiate pairing on the pc while the bluetooth connection is active for example send a file from the phone to your pc using the copy function while a file is selected and quickly initiate pairing from your pc you only have to go through this once after that everything is a breeze hope that helps anyone who was as stuck as i was edit i just realized that this works best with the broadcom hp bluetooth stacks i use on my laptop if i figure it out for the ms default stacks i ll post on it,,,,,,,,,,,,,,,,,,,,,,
A1UCW6CLGN1P3X,B000A1329U,3,0.0,0.7,-0.5,-0.3,0.0,0.6,not a bad phone i bought this phone because of its sleek and stylish design pros and cons cons 1 the phone feels fragile and gets smudged easily i find myself wiping off oils and finger prints constantly due to it s price i would recommend purchasing the extra warranty on the phone from cingular due to the risk of damaging the phone 2 i find that in speakerphone mode the call is almost inaudible while driving on the highway i wish it could be louder 3 the menu is complicated the contacts must be entered as one entry which is annoying if you have more than one phone number for a contact 4 the phone doesn t have a setting to disable the roaming function 5 the phone makes a buzzing sound near electronic devices tv computer radio etc pros 1 i have a bluetooth enabled pda and i can transfer pictures from the pda to the phone and vice versa perfect for sharing photos or using graphics for wallpaper or picture caller id 2 battery life is long 3 video function is not that great but is nice 4 audio is also better than a sanyo 8200 5 the phone doesn t feel heavy inside the chest pocket all in all not a bad phone this phone is high maintenance and i don t recommend it to someone who have no patience for it s complex menus or minor shortcomings,,,,,,,,,,,,,,,,,,,,,,
A2R7LPK0UQMQII,B000A1329U,5,0.0,0.0,0.0,0.8,0.0,0.0,i miss it i bought this phone ofr my in laws a few months ago and it works great unfortunately i don t get to see their phone very often unless there is something better this will be my next phone,,,,,,,,,,,,,,,,,,,,,,
A279FUL12R7MBD,B000A1329U,5,0.0,0.8,0.0,0.7,0.0,0.0,i luv the razr one person said in a review while this phone is thin it is too bulky to handle and seems flimsy i could not disagree more it feels extremly sturdy and while it is not a tiny phone it is very thin it weighs more then you would expect but i don t mind because it feels a bit more well made i had an off version of the motorola v557 that i have had for well over a year now i got it free so i gave it up to a friend who needed a phone badly i am a cingular customer i was wanting a new phone anyways and it worked out well i got the nokia 6102 about one or two weeks ago i have to say while it is a good deal for the price i just didn t like it at all so i returned it and got the razr i spent a bit more on the razr but it was reasonable the razor is simple phone a good phone it comes in a very pretty case that will make you happy each and every time you open it it has a good quality camera it s not a digital camera its more like good quality web cam and i find it very easy to read and dial because everything is so clear and spaced out nicley i got the black version and i nick named it kit after the night rider car it reminds me of it yeah i am a dork i had read some complaints that this phone didn t come with enough stuff well at it s launch price point i would say yeah it was overpriced now it has come down and it is a good deal in my book i am very pleased with it so far pleased enough to come write a review i also love all the cool accessories you can get including vynle sp skins in any color you want,,,,,,,,,,,,,,,,,,,,,,
A3R785RO62QEJN,B000A1329U,5,0.0,0.0,0.0,0.8,0.0,0.0,purchased a while back i purchased this item a while back but i remember that it was great item i would definitely recommend it after 10 years i still have att,,,,,,,,,,,,,,,,,,,,,,
A3KZCNV1N8R9GC,B000A1329U,4,0.0,0.0,0.0,-0.3,0.0,0.0,public service announcement differences between black and silver razr in case you were wondering the only differences between the black and silver razrs are 1 the color2 the price tag at some stores there are no new features in the black razr it has all the same specs and bugs as the silver model in choosing a razr you should consider which color you like best and whether or not you re willing to pay the price premium some stores are charging on the black one you should also read the reviews for the silver model since both phones are the same inside a couple of other notes the keyboard on the black razr is silver some people do not like this the razr probably the silver one only is rumored to be coming to another us carrier very soon hint starts with t ends with obile there will be a lot of new sharp looking phones with features superior to the razr coming out this fall,,,,,,,,,,,,,,,,,,,,,,
A5JLAU2ARJ0BO,B000A1329U,5,0.0,0.8,0.0,0.9,0.0,0.0,great phone great color right price but one caveat i personally think the black edition razr phone looks really cool better than the regular silver version the phone is otherwise identical to its silver twin but really it just looks so cool and you ll differentiate yourself from the crowd the phone is very capable and packed with features unlike some high end moto phones from a year or two back this one works very well and has a decent interface everyone i know who has this phone simply loves it,,,,,,,,,,,,,,,,,,,,,,
A3VFWX3FJXRJ7J,B000A1329U,4,0.5,0.8,0.0,0.0,0.0,-0.3,you should like this phone i am one to always have and use a lot of features i like the razr and would recommend it positives light weight small size speaker phone works well display is easy to see voice dial is accurate bluetooth and it is great conversation piece negatives speakers normal and speaker not as clear sounding as my nokia 6600 no ir port has a usb port but not software to use it even for charging the phone battery life a little short video recording time way too short difficult to find a name in the address book a lot of keystrokes,,,,,,,,,,,,,,,,,,,,,,
A2NZCRHLTFKKCB,B000A1329U,1,0.0,0.0,0.0,-1.0,0.0,0.0,the hype says getting on the internet is easy with the razr v3 as it supports cingular s gsm based wireless internet express service when used with a cingular data plan and the phone s bluetooth or usb data capability the phone can be used as a wireless modem for laptops and pdas i say caca if you plan on connecting to the internet using this phone and bluetooth you had better get a mongo battery for your laptop because it s the slowest laggiest painfully irritating useless piece of doggy doo that i have ever had the displeasure of using you could run to seattle and knock on amazon s front door faster than connecting to the site update 6 7 2006i tested the actual bandwidth and i connect at 39 1 kbps that s slower than dialup with a 56k 53 3 modem when connected to cingular s gsm it says connected at 115 2 kbps when i connect via bluetooth and 230 kbps when i use the usb cable either way the actual speed is 39 41 kbps and i surely don t have the patience for that one last annoying feature cingular brands their phones so you can t download games to your phone or delete certain ringtones etc as you can with other providers there is also an annoying hellomoto video commercial that uses 25 of your available space for videos of your own there is no way to delete this and recapture this waste of space this truly is about the worst product i have ever purchased,,,,,,,,,,,,,,,,,,,,,,
A1NZLRAZJGD99W,B000A1329U,1,-0.8,0.9,0.0,0.7,0.0,0.0,once great cell phone like the previous motorola phones that i ve had this one has the easy intutive system for navigating its numerous menus i m sold on using motorola for this reason compared to the noxxxx motorola is great pros almost everythingawesome designgsmi found the volume to be excellent compared to my last phone motorola v60 good antenna extremely low rate of dropped signals also since the antenna does not protrude i anticipate it will not require replacement i had to replace the antenna twice on my old v60 broke off from carrying in pocket and or dropping excellent color screen good camera for a phone great size easily fits in a shirt pocket great battery life with bluetooth off easily customizable but items that i never use media mall media net etc remain in a prominent place and can not be put in some obscure location cons the most significant negative feature is the screen it is extremely hard to see in sunlight display on front when closed is hard to read price if you are upgrading your phone with cingular they wanted 199 however since i was changing from at t to cingular i was able to buy the phone at bestbuy for 70 the manual that comes with it should be better writen screen gets oily from normal use and must be wiped off frequently alarm clock interface could be better date book alert is not very loud accessory support at cingular stores rather poor two cingular stores did not have the usb cable had to buy one at wal mart of the four or five phones that i have owned this one is by far the best in all respects even with these cons it is still eons ahead of other phones edit change from 5 stars to 1 star i loved the features on the phone and the flip lid was great problem after about 3 months the screen would not light up took the phone back to at t and they sent me a reconditioned phone which lasted about a month took that one back they sent another reconditioned phone long story short i had 5 phones in one year the 5th phone finally worked and kept working for a couple of years because of my experience with this phone i will not buy another motorola,,,,,,,,,,,,,,,,,,,,,,
A3DVPHGB4K1FIE,B000A1329U,2,0.0,0.0,0.0,-0.8,0.0,-0.9,razr is great drop cingular 10 years into the cell phone revolution the phones have gotten smaller lighter with great features but what s the point when you can t carry on a conversation i have found cingular to be by far the worst in terms of dropped calls in the sf bay area i suffered thru at t and their conversion to gsm and cingular is not any better than that service no matter what they promise cingular also has very consumer unfriendly 2 yr contracts that you will be paying on long after that shiny phone has lost its lustre they are constantly changing their rollover minute plans to screw you out of your minutes when i downgraded from a higher national plan to a lower national plan they took away all the minutes i aquired in a year in other words maximize the revenue minimize the service is their motto i could live with this if i could make a decent phone call i can t believe there are so many dead areas in a place with 13 million people,,,,,,,,,,,,,,,,,,,,,,
A2FTIE6F5IQUR0,B000A1329U,3,0.0,0.0,0.0,0.0,0.0,0.0,beware the incorrect message i ordered a cell phone from amazon the motorola v3 when i checked my account the next day a weird message told me that i was not approved and instructed me to cancel my order i was puzzled but did as directed later that day i went and got a great deal on a free phone from my local membership warehouse store later in the day i was checking my e mail and found one from amazon it explains that sometimes cell phone approval is slow and included the following until this is resolved it is possible that the information in the your account section of the amazon site will incorrectly indicate thatthis order requires your attention and may direct you to cancel pleasedisregard this until we get more information what they tell me to cancel the order knowing that this is incorrect well i followed their screwy directions and they lost an order and alot of goodwill on my part amazon has been successful they must know what they are doing but this kind of behavior makes you wonder to new cell buyers beware the incorrect message,,,,,,,,,,,,,,,,,,,,,,
AVK9BSXJJ51I8,B000A1329U,5,-0.5,0.8,0.9,0.9,0.9,0.8,look carefully at bad reviews oct 7th 2005if you look carefully at these so called bad reviews you will notice most of them either don t know how to use the phone or may have been the 1 2 out of 1000 that received a faulty phone which happens from every manufacturer every brand every type of phone now my wife i have had ours for 12 days so far with no problems whatsoever we ordered 2 i got the black one she got the silver one got both for free btw just a word about those of you like us that want a shared plan from cingular but amazon does not offer those plans while you order i ordered 1 phone with 1 cheapest single plan each now when amazon sends you the conformation that your order has been shipped you get your cell phone numbers right then in the email i simply called cingular gave them the phone numbers of each phone told them the deal and had the service changed to a single 700 rollover mins shared plan before we even got the phones in our hands so there is no problems at all in that respect once we got the phones i called back to check and yes the person from cingular had done everything as asked i also checked from the phone itself as you can go to my account from the main menu page and phone goes online and checks everything about your account how many minutes the plan when the next bill is due etc etc and sure enough everything was as it was supposed to be as far as signal strength it is excellent in my area i can go all through our house upstairs and downstairs and it stays between 4 5 bars i don t recall seeing less than 3 bars all around town so far the phone gets a great signal and cingular in my area puts out a great signal my wife just came back from a business trip she was about 150 miles away with no roaming charges btw our last cell phone service alltel would have been roaming within 20 miles anyway when she got to the hotel she called we both had perfect signal strength we both put phone in speaker phone mode and she just laid the phone in closed position on the night stand while she unpacked her suitcases i put mine on my night stand and we talked for about an hour with no problems at all and it was a free call mobile to mobile we sent a couple text messages to each other that worked no problem she used the phone as her alarm clock the next morning which worked perfectly now as for what 1 2 reviewers have said about the battery life most likely they have gotten one of those 1 2 out of 1000 i ve had phone 12 days have charged it 3 times and have never let it go to the point where is says it needs charging so average 4 days per charge and just like the manual states it appears as though battery life is getting a bit better after a few charges so i m easily going to get 3 5 days per charge and that s with a lot of fiddling around with it because it s new and 1 2 hours talk time some one mentioned they dropped the phone on its hinge and it broke i have yet to drop the phone but it seems to be very well made to me either way i would suggest getting a krusell cover for it which i did but has not been delivered yet and also insurance for 4 99 a month from cingular which covers anything and everything for life of the phone thus that problem is solved someone mentioned something about the address book being slow not even sure what that means i only have about 8 numbers in it so far but it comes up virtually instantly for me maybe if you have 100 numbers in it might take a couple seconds dunno as for searching through the phone book they mentioned you have to make a new entry for each number for same person no you dont you have the option to show numbers any way you wish either by name or speed dial or voice name or even by email and with or without a picture of the person want it faster and easier if you have a lot of names entries then set it for list only no picture and by primary number only simple you can also separate numbers even further by putting in categories such as business personal general vips bring up category your number is in only that way even if you have 100s of names s it thins them to category when you have primary number only listed all you need to do then to get all the other numbers email listing for that name is to highlight name and use left or right on the navigation button to get all the other numbers once again very simple and easy to use i find the phone book to be excellent fast 1 2 have mentioned something about ear piece volume too low i m in total agreement with harry g from tn the ear piece volume is fine just make sure the volume is turned up and it is just a good as any other cell phone i have ever used but like harry mentioned make sure your ear is right at the top edge of the phone too low and volume will sound low now myself i find the phone overall to be excellent gets a great signal has way more than enough features for me works very well for its intended purpose phone seems to be very well made nice size looks great has a really nice screen with sharp image colors i have only one complaint so far the screen which looks outstanding inside under any indoor lighting especially if you are in the dark well that same screen outdoors under sunlight is virtually unreadable so there you have my one gripe i will come back and update this if anything changes but as for right now and for free and can hardly see how you can go wrong with this phone update 4 30 06 well 7 months later and these phones are still working flawless with zero problems of anykind i charge it maybe twice a week so battery life is still great neither my wife or i have this alleged sound problem some seem to have the earpiece and speakerphone volume are plenty loud my wife is constantly playing solitaire on hers so she has worked the hell out of that keypad the last 7 months and no problems these phones are the best we have ever had by far so like i said before take these bad reviews with a grain of salt some may indeed have a faulty unit which is going to happen regardless which phone you buy but i bet a large percentage of these problems are simply operator error these phones are excellent and i would recommend them to anyone still the only slight fault that i can gripe about on them is the screen is hard to see in bright sunlight and it took an extra couple weeks to get rebate but was no problem just a single phone call and problem was solved update june 23th 2006 have had these phones over 9 months so far without a single problem they work flawless as i said above anyone giving this phone a bad rating either has that rare bad one of the bunch or simply doesn t know how to use the phone i have dropped this phone 3x so far last time was 4 days ago in the parking lot on concrete and no problems at all not even a scratch of course the krussel case is outstanding and helps a lot we used both our phones while on a cruise to the caribbean and as long as we were in an area island that had cell service we had good reception and no problems at all and as long as we were in a us territory puerto rico st thomas st croix st john the calls were not roaming you get the phones for free amazon is good to order from with no problems cingular so far for us anyway have been very good and the service in our area is far better than what alltel was there may be some phones out there as good some im sure will have a better camera however i seriously doubt you will find a better all around cell phone service,,,,,,,,,,,,,,,,,,,,,,
A3L5WDFX1SCJ1W,B000A1329U,2,0.0,-0.8,0.0,-0.9,0.0,0.0,not what it s cracked up to be the motorola razr v3 is worst cell phone i have ever had the only nice feature is the camera and there are a lot of other cell phones with better features that have cameras too also beware of the so called rebate if you don t mind jumping through 50 million hoops to get it well go for it but if your time is money run from this rebate and this phone 5 co workers in my office thought we would take advantage of this offer and what we thought would be a cool hip cell phone how wrong we all were cingular is fine they have their issues like all the cell companies now for customer service but it is the phone itself the rebate program that was an issue for all 6 of us 3 people had problems with the buttons on the phone and had to send them back before they even got their rebates the acutual rebate thats up to 4 months to receive and that is only if you have correctly jumped through all of the hoops one mistake and you are screwed out of the 150 rebate another problem with the phone and it s limited features is that other than the initial tone that you have a message there is no way to know that you have a message waiting unless you pick up the phone and look all my older model cell phones featured a tone and or a light on the outside of the phone to let you know that you had a message i have never written a review before on amazon or otherwise but i feel that people should be aware that the cool hip advertising of the razr is not what it is cracked up to be,,,,,,,,,,,,,,,,,,,,,,
A2N3VW80RM698R,B000ALY22Q,5,0.0,0.0,0.0,0.0,0.0,0.0,five stars works,,,,,,,,,,,,,,,,,,,,,,
A7QGDXRV6EQ12,B000ALY22Q,4,0.0,0.0,0.0,0.8,0.9,0.0,works well i got two of these one for the car and one for home use there both work just fine could be a little longer but works for must of my needs,,,,,,,,,,,,,,,,,,,,,,
A29V31GEOFILIA,B000ALY22Q,1,0.0,0.0,0.0,0.0,0.0,0.0,interference problems this cable is ultra thin and must not be shielded well if i can t find the perfect spot to put my ipod within the 2 foot circumference of the cable then i get a ton of interference even when i can find a good spot there is still some interference occasionally i have another cable non retractable that is only a foot long that works just fine so i know the interference has something to do with this cable,,,,,,,,,,,,,,,,,,,,,,
A3V7PUAJZ873PX,B000ALY22Q,5,0.0,0.0,0.0,0.8,0.9,1.0,not much cost for so much fun i love this thing i ve bought them for my son cuz who are also music lovers can play my music on long trips and just riding around,,,,,,,,,,,,,,,,,,,,,,
A2M66B89MYA54B,B000ALY22Q,5,0.0,0.0,0.0,0.9,0.0,0.9,great quality and works as advertised scosche cables are the absolute best clear audio connection which is very compact in size i use this brand for all my retractable cables and find their quality to be superb,,,,,,,,,,,,,,,,,,,,,,
A1TKVMFVM1W2EB,B000ALY22Q,5,0.0,-0.8,0.0,0.0,0.0,0.0,perfect this is perfect as my aux input in inside the arm rest between the seats huge design flaw in the car pinches all other traditional round cords and has destroyed a couple this one just plus in and will retract to fit in the compartment with no fuss or tangling,,,,,,,,,,,,,,,,,,,,,,
A2AMRY5HTD7YZE,B000ALY22Q,5,0.0,0.8,0.0,0.9,0.0,0.7,great works great looks just like the picture shown does everything it said it would do and is suppose to do in the description arrived within a week with free super saving shipping i use it for my car i connect my mp3 player to my aux port in the car stereo system pulling both ends will release the cable pulling one end will retract the cables,,,,,,,,,,,,,,,,,,,,,,
AYGP0RTENHVZO,B000ALY22Q,3,0.0,0.0,0.0,0.5,0.8,0.0,small usb connector this is fine for what i use it for it is exactly as described i plug my phone into my car radio and it works just fine plain and simple,,,,,,,,,,,,,,,,,,,,,,
A3DOPYDOS49I3T,B000ALY22Q,3,0.0,0.2,0.0,0.0,0.0,-0.8,so so i wanted to keep my car free and clear of cables so i purchased a retractable cable to at least keep it more organized the retractable part works fine but the cable is pretty thin i hooked it up to my stereo and i could here a lot of static i then tried a not retractable cable that was pretty thick and the static was gone and the sound was a lot better you have to sacrifice sound for clutter free cables or go with sound and have wires all over i stopped using this since i couldn t stand the static i am not sure if its the cable i got or not but i will stick to the non retractable cable i ll just have to find a short one since the 3 foot one i have is too long,,,,,,,,,,,,,,,,,,,,,,
A3QWSVI7RKU5VE,B000ALY22Q,3,0.0,0.5,0.0,0.0,0.0,0.0,short cord this item is not bad but the retractable cord is too short otherwise it is easy to carry around and serves its purpose,,,,,,,,,,,,,,,,,,,,,,
ABDR6IJ93HFIO,B000ALY22Q,5,0.0,0.9,0.0,0.8,0.0,0.0,high quality 3 5 retractable cable that extends to a max of 32 inches very impressed this very high quality retractable cable will retract to as long as 32 inches i measured this and it will easily retract back into the holder making the length of this whole cable unit at just 4 5 inches which is perfect for travel for me i purchased 3 of these the maximum that is allowed in one order and i am so pleased with these i hope to order more later on you may wonder if the cable part is flimsy if it is not yanked rather pulled gently and retracted gently it will do fine remember not ot yank the cable out and it should last just fine the main pro i find over this cable and non retractable cables is you just pull out the length you need and no more dangling cables very highly recommend this as it works well,,,,,,,,,,,,,,,,,,,,,,
A26H1ZD3UQLFAD,B000ALY22Q,1,0.0,0.0,0.0,-0.8,0.0,-0.9,that ole chinese quality product update this silly 3 5mm cord lasted all of 3 months audio went out and the retractor went out very cheap quality would not buy this again went with the old standard non retractable cord,,,,,,,,,,,,,,,,,,,,,,
AWI5N6OAUC3J2,B000ALY22Q,5,0.0,0.0,0.0,0.9,0.0,0.0,excelente vivo en ecuador lo compr eacute hace unso 8 meses la verdad no lo uso mucho pero igual se desempe ntilde a bien cada vez que s lo usa excelente calidad,,,,,,,,,,,,,,,,,,,,,,
A18Y9FJ0RYY4OW,B000ALY22Q,3,0.0,0.0,-0.8,-0.7,0.0,0.0,not very dependable i bought this in hopes that it would help keep the cord situation under control in my car however after only two short months the cord shorted out i ended up buying a different one,,,,,,,,,,,,,,,,,,,,,,
A3LW1N4P1VIZFI,B000ALY22Q,3,0.0,0.0,0.0,0.0,0.0,0.2,not bad but inconsistent not sure what issue is here but i put one in my wifes bmw 335 ci convertible and it makes a horrible background noise that was not there before i put in my buick enclave and it works flawlessly not sure where the interference is coming from,,,,,,,,,,,,,,,,,,,,,,
A3DWOUKI7ZG43N,B000ALY22Q,4,0.0,0.0,0.0,0.8,0.0,0.7,pratical and cheap good quality and performance for the price if you are looking for a good and cheap aux cable this is a good option the only thing is that you need to be careful when you use it is not unbreakable,,,,,,,,,,,,,,,,,,,,,,
A22S7D0LP8GRDH,B000ALY22Q,5,0.0,0.8,0.0,0.7,0.0,0.9,perfect cable for aux inputs in the car this retractable cable is perfect for connecting ipods phones mp3 players etc to the aux input on a car my middle console in the car tends to get super cluttered so to have a cable which doesn t get tied into knots and make a mess is a huge plus the sound quality so far as i can discern is great with this cable the retractor mechanism can tend to get stuck but has always quickly snapped back into place after i jiggle it for a second the cable is only 3 feet long which is perfect for me but depending on where your aux input is may not be sufficient so be aware of what you are buying,,,,,,,,,,,,,,,,,,,,,,
A3N0EUZI1IB9WU,B000ALY22Q,5,0.0,0.8,0.0,0.0,0.0,0.9,lovin it i m here to let you know everything you are hoping this product to be it is the cord is healthfully long and the sound quality is very good the retractable cord makes it very convenient to keep out of the way,,,,,,,,,,,,,,,,,,,,,,
A2DRUZAE2DULY0,B000ALY22Q,5,0.0,0.8,0.0,0.0,0.0,0.0,nice thin connectors works with bigger cases if you have a case that s thick around the ports this is the solution the nice thin connectors work with bigger cases love that it retracts people ask all the time where i got it,,,,,,,,,,,,,,,,,,,,,,
A1Z9R70CLHX54R,B000ALY22Q,2,0.0,-0.8,-0.9,-0.7,0.0,0.0,broke almost instantly i picked up one of these specifically for its ability to retract it s quite fragile and flimsy though and within two days it had broken and no longer retracts it s fine as a cable so far but now it has a heavy middle which means if i drop it easily as i m trying to plug it in and have to go hunting for it between the seats,,,,,,,,,,,,,,,,,,,,,,
